channel_name,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
Mass Appeal India,UC3IZKseVpdzPSBaWxBxundA,2.49264E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,8860137029,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,61219128.18
Enjoy gaming,UCVNE660NcgYzi18LwwUZb7Q,2.49304E+13,,,,8861549815,2019-01-18T05:14:32Z,,@billieeilish8865,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,61228992.49
Noel Miller Presents,UCF1JIbMUs6uqoZEY1Haw0GQ,2.49344E+13,"Entertainment, Film",IN,,8862962602,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,61238856.79
BadTwin,UCYiGq8XF7YQD00x7wAd62Zg,2.49385E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,8864375388,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,61248721.1
Tanya Burr,UC4NALVCmcmL5ntpV0thoH6w,2.49425E+13,"Entertainment, Music, Film",US,en,8865788174,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,61258585.4
AWE me,UCJrDMFOdv1I2k8n9oK_V21w,2.49465E+13,"Film, Music, Music of Asia, Pop music",IN,,8867200961,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,61268449.71
WARSOFINSECTS,UCX6OQ3DkcsbYNE6H8uQQuVA,2.49505E+13,"Lifestyle (sociology), Entertainment, Film",US,en,8868613747,2012-02-20T00:43:50Z,"SUBSCRIBE FOR A COOKIE! New MrBeast or MrBeast Gaming video every single Saturday at noon eastern time! Accomplishments: - Raised $20,000,000 To Plant 20,000,000 Trees - Removed 30,000,000 pounds of trash from the ocean - Helped 2,000 people walk again - Helped 1,000 blind people see - Helped 1,000 deaf people hear - Built wells in Africa - Built and gave away 100 houses - Adopted every dog in a shelter (twice) - Given millions to charity - Started my own snack company Feastables - Started my own software company Viewstats - Started Lunchly, a tasty, better-for-you lunch option - Gave away a private island (twice) - Gave away 1 million meals - I counted to 100k - Ran a marathon in the world's largest shoes - Survived 50 hours in Antarctica - Recreated Squid Game in real life - Created the largest competition show with 1000 people (Beast Games) - Gave $5,000,000 to one person - Passed T-Series to become most subscribed YouTube channel 🥹 you get it, I appreciate all of you so much :)",@mrbeast,https://yt3.ggpht.com/nxYrc_1_2f77DoBadyxMTmv7ZpRZapHR5jbuYe7PlPd5cIRJxtNNEYyOC0ZsxaDyJJzXrnJiuDE=s800-c-k-c0x00ffffff-no-rj,61278314.01
Google Spotlight Stories,UCK1i2UviaXLUNrZlAFpw_jA,2.49545E+13,"Music, Entertainment, Film",AR,,8870026533,2011-06-02T16:20:07Z,"El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.  Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!",@elreinoinfantil,https://yt3.ggpht.com/JzIyfovSV3fVXtsYTwnKsTTnJML9bae6MM_NC2wU2F35XPn3NevnFU6YGS1-R-i6Xn2Qj9Zv=s800-c-k-c0x00ffffff-no-rj,61288178.32
Aeon Pix Studios,UCIwFjwMjI0y7PDBVEO9-bkQ,2.49585E+13,"Hip hop music, Music, Pop music, Electronic music, Soul music, Rhythm and blues",CA,,8871439320,2007-01-15T21:17:27Z,,@justinbieber,https://yt3.ggpht.com/4Mz5el_eyeB5cBod2jHMV-CC3fYiuSmDuCT9A9tGyYh03KQyVdrP04KYYMttZItBCtn4kfef=s800-c-k-c0x00ffffff-no-rj,61298042.63
Tea Spill,UCpEhnqL0y41EpW2TvWAHD7Q,2.49625E+13,"Entertainment, Television program, Film",IN,,8872852106,2006-09-20T22:24:59Z,"Sony Entertainment Television is one of the leading Hindi General Entertainment channels in India. Since its launch in October 1995, SET has created a unique space, in television programming, with movie premieres, fiction & non–fiction shows. The Kapil Sharma Show, Shark Tank India, Kaun Banega Crorepati, Indian Idol, Bade Achhe Lagte Hain, Adaalat, CID, Crime Patrol and Super Dancer are some of the popular shows by Sony. Drama, suspense, romance & reality, you name and we have it all for you.",@setindia,https://yt3.ggpht.com/vmmZsYmryt238vqck4KAYf69gOSu22ZfqVE3rwT1tYz4hr68xl7crIUK7kghQgR6RiB9IlQ5mQ=s800-c-k-c0x00ffffff-no-rj,61307906.93
Rottweiler Life,UC22nIfOTM7KLIQuFGMKzQbg,2.49665E+13,"Music of Asia, Music",IN,,8874264892,2014-10-29T06:45:10Z,"Welcome to Wave Music, the leading Bhojpuri record label in India! Dive into a vibrant collection of captivating tracks from your favorite artists, including Pawan Singh, Khesari Lal Yadav, Shilpi Raj, Neelkamal Singh, Arvind Akela Kallu, Samar Singh, Dinesh Lal Yadav 'Nirhua', Ashish Yadav, Raushan Rohi, Pramod Premi, Chandan Chanchal, Gunjan Singh, Anu Dubey, Ankush Raja, Golu Gold, Shivani Singh, Ritesh Pandey, Jitendra Singh Anshu, Manoj Tiwari, Kalpana, Bharat Sharma Vyas, Khushi Kakkar, Mohini Pandey, Anupama Yadav, Antra Singh Priyanka, Neha Raj, and many more. Our channel features a blend of Lokgeet, movie songs, Sawan, chhath, Chaita, Holi, shiv charcha, Devi geet, Birha, Dugola, Nirgun, Vivah Geet and engaging music videos that celebrate the rich culture and rhythm of Bhojpuri music. Subscribe to stay updated on the latest hits and timeless classics to take you on an unforgettable journey! The channel has more than 50000 tracks of 5000+ artists of different categories.",@wavemusicindia,https://yt3.ggpht.com/-m-efGozwxkvoZiijhjJcLSuUxZQpXvJu9tObrAbfhrtr67AAf1V674HBB8eHixOLHrj3WBlgxI=s800-c-k-c0x00ffffff-no-rj,61317771.24
clockner,UC55IWqFLDH1Xp7iu1_xknRA,2.49705E+13,"Television program, Entertainment, Film",IN,,8875677679,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,61327635.54
Brew,UC56gTxNs4f9xZ7Pa2i5xNzg,2.49745E+13,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,8877090465,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,61337499.85
Jacek Zarzycki,UC0C-w0YjGpqDXGB8IHb662A,2.49786E+13,"Music, Pop music, Lifestyle (sociology)",,,8878503251,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,61347364.16
Acenix Cortos,UCppHT7SZKKvar4Oc9J4oljQ,2.49826E+13,"Film, Entertainment, Television program",IN,en,8879916038,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,61357228.46
NASA Goddard,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
Life StyLe,UCOmHUn--16B90oW2L6FRR3A,2.49866E+13,"Music of Asia, Pop music, Music, Electronic music",KR,,8881328824,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,61367092.77
WD Detailing,UC3IZKseVpdzPSBaWxBxundA,2.49906E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,8882741610,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,61376957.07
ABC 10 News,UCVNE660NcgYzi18LwwUZb7Q,2.49946E+13,,,,8884154397,2019-01-18T05:14:32Z,,@billieeilish8866,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,61386821.38
i-win,UCF1JIbMUs6uqoZEY1Haw0GQ,2.49986E+13,"Entertainment, Film",IN,,8885567183,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,61396685.69
Ruba Zai,UCYiGq8XF7YQD00x7wAd62Zg,2.50026E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,8886979969,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,61406549.99
World Science Festival,UC4NALVCmcmL5ntpV0thoH6w,2.50066E+13,"Entertainment, Music, Film",US,en,8888392756,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,61416414.3
The Orphan Pet,UCJrDMFOdv1I2k8n9oK_V21w,2.50106E+13,"Film, Music, Music of Asia, Pop music",IN,,8889805542,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,61426278.6
FOX 4 Dallas-Fort Worth,UCX6OQ3DkcsbYNE6H8uQQuVA,2.50147E+13,"Lifestyle (sociology), Entertainment, Film",US,en,8891218328,2012-02-20T00:43:50Z,"SUBSCRIBE FOR A COOKIE! New MrBeast or MrBeast Gaming video every single Saturday at noon eastern time! Accomplishments: - Raised $20,000,000 To Plant 20,000,000 Trees - Removed 30,000,000 pounds of trash from the ocean - Helped 2,000 people walk again - Helped 1,000 blind people see - Helped 1,000 deaf people hear - Built wells in Africa - Built and gave away 100 houses - Adopted every dog in a shelter (twice) - Given millions to charity - Started my own snack company Feastables - Started my own software company Viewstats - Started Lunchly, a tasty, better-for-you lunch option - Gave away a private island (twice) - Gave away 1 million meals - I counted to 100k - Ran a marathon in the world's largest shoes - Survived 50 hours in Antarctica - Recreated Squid Game in real life - Created the largest competition show with 1000 people (Beast Games) - Gave $5,000,000 to one person - Passed T-Series to become most subscribed YouTube channel 🥹 you get it, I appreciate all of you so much :)",@mrbeast,https://yt3.ggpht.com/nxYrc_1_2f77DoBadyxMTmv7ZpRZapHR5jbuYe7PlPd5cIRJxtNNEYyOC0ZsxaDyJJzXrnJiuDE=s800-c-k-c0x00ffffff-no-rj,61436142.91
Scott Manley,UCK1i2UviaXLUNrZlAFpw_jA,2.50187E+13,"Music, Entertainment, Film",AR,,8892631115,2011-06-02T16:20:07Z,"El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.  Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!",@elreinoinfantil,https://yt3.ggpht.com/JzIyfovSV3fVXtsYTwnKsTTnJML9bae6MM_NC2wU2F35XPn3NevnFU6YGS1-R-i6Xn2Qj9Zv=s800-c-k-c0x00ffffff-no-rj,61446007.21
Mud Stamp Films,UCIwFjwMjI0y7PDBVEO9-bkQ,2.50227E+13,"Hip hop music, Music, Pop music, Electronic music, Soul music, Rhythm and blues",CA,,8894043901,2007-01-15T21:17:27Z,,@justinbieber,https://yt3.ggpht.com/4Mz5el_eyeB5cBod2jHMV-CC3fYiuSmDuCT9A9tGyYh03KQyVdrP04KYYMttZItBCtn4kfef=s800-c-k-c0x00ffffff-no-rj,61455871.52
Lazada Philippines,UCpEhnqL0y41EpW2TvWAHD7Q,2.50267E+13,"Entertainment, Television program, Film",IN,,8895456687,2006-09-20T22:24:59Z,"Sony Entertainment Television is one of the leading Hindi General Entertainment channels in India. Since its launch in October 1995, SET has created a unique space, in television programming, with movie premieres, fiction & non–fiction shows. The Kapil Sharma Show, Shark Tank India, Kaun Banega Crorepati, Indian Idol, Bade Achhe Lagte Hain, Adaalat, CID, Crime Patrol and Super Dancer are some of the popular shows by Sony. Drama, suspense, romance & reality, you name and we have it all for you.",@setindia,https://yt3.ggpht.com/vmmZsYmryt238vqck4KAYf69gOSu22ZfqVE3rwT1tYz4hr68xl7crIUK7kghQgR6RiB9IlQ5mQ=s800-c-k-c0x00ffffff-no-rj,61465735.83
MDMotivator,UC22nIfOTM7KLIQuFGMKzQbg,2.50307E+13,"Music of Asia, Music",IN,,8896869474,2014-10-29T06:45:10Z,"Welcome to Wave Music, the leading Bhojpuri record label in India! Dive into a vibrant collection of captivating tracks from your favorite artists, including Pawan Singh, Khesari Lal Yadav, Shilpi Raj, Neelkamal Singh, Arvind Akela Kallu, Samar Singh, Dinesh Lal Yadav 'Nirhua', Ashish Yadav, Raushan Rohi, Pramod Premi, Chandan Chanchal, Gunjan Singh, Anu Dubey, Ankush Raja, Golu Gold, Shivani Singh, Ritesh Pandey, Jitendra Singh Anshu, Manoj Tiwari, Kalpana, Bharat Sharma Vyas, Khushi Kakkar, Mohini Pandey, Anupama Yadav, Antra Singh Priyanka, Neha Raj, and many more. Our channel features a blend of Lokgeet, movie songs, Sawan, chhath, Chaita, Holi, shiv charcha, Devi geet, Birha, Dugola, Nirgun, Vivah Geet and engaging music videos that celebrate the rich culture and rhythm of Bhojpuri music. Subscribe to stay updated on the latest hits and timeless classics to take you on an unforgettable journey! The channel has more than 50000 tracks of 5000+ artists of different categories.",@wavemusicindia,https://yt3.ggpht.com/-m-efGozwxkvoZiijhjJcLSuUxZQpXvJu9tObrAbfhrtr67AAf1V674HBB8eHixOLHrj3WBlgxI=s800-c-k-c0x00ffffff-no-rj,61475600.13
Kitten Lady,UC55IWqFLDH1Xp7iu1_xknRA,2.50347E+13,"Television program, Entertainment, Film",IN,,8898282260,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,61485464.44
Keep Your Daydream,UC56gTxNs4f9xZ7Pa2i5xNzg,2.50387E+13,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,8899695046,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,61495328.74
Nakkheeran TV,UC0C-w0YjGpqDXGB8IHb662A,2.50427E+13,"Music, Pop music, Lifestyle (sociology)",,,8901107833,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,61505193.05
carly tishler,UCppHT7SZKKvar4Oc9J4oljQ,2.50467E+13,"Film, Entertainment, Television program",IN,en,8902520619,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,61515057.36
ASAPROCKYUPTOWN,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
PlanetApes,UCOmHUn--16B90oW2L6FRR3A,2.50507E+13,"Music of Asia, Pop music, Music, Electronic music",KR,,8903933405,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,61524921.66
Hello Catie,UC3IZKseVpdzPSBaWxBxundA,2.50548E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,8905346191,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,61534785.97
Ducky Extra,UCVNE660NcgYzi18LwwUZb7Q,2.50588E+13,,,,8906758978,2019-01-18T05:14:32Z,,@billieeilish8867,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,61544650.27
Shonduras,UCF1JIbMUs6uqoZEY1Haw0GQ,2.50628E+13,"Entertainment, Film",IN,,8908171764,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,61554514.58
Emma Pickles,UCYiGq8XF7YQD00x7wAd62Zg,2.50668E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,8909584550,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,61564378.89
Mythpat,UC4NALVCmcmL5ntpV0thoH6w,2.50708E+13,"Entertainment, Music, Film",US,en,8910997337,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,61574243.19
